onset,duration,trial_type
0,8,FIX
8,21,SLL
29,4,FIX
33,21,SLT
54,4,FIX
58,21,PRT
79,4,FIX
83,21,SRF
104,4,FIX
108,21,PLL
129,4,FIX
133,21,NRT
154,4,FIX
158,21,NRF
179,4,FIX
183,21,PLT
204,4,FIX
208,21,NLL
229,4,FIX
233,8,FIX
241,21,NLT
262,4,FIX
266,21,PRF
287,4,FIX
291,21,NLF
312,4,FIX
316,21,SRL
337,4,FIX
341,21,PLF
362,4,FIX
366,21,SRT
387,4,FIX
391,21,NRL
412,4,FIX
416,21,PRL
437,4,FIX
441,21,SLF
462,8,FIX
