onset,duration,trial_type
0,8,FIX
8,21,NRT
29,4,FIX
33,21,PLT
54,4,FIX
58,21,SLF
79,4,FIX
83,21,SRL
104,4,FIX
108,21,PLF
129,4,FIX
133,21,NLF
154,4,FIX
158,21,SLT
179,4,FIX
183,21,NRL
204,4,FIX
208,21,SRF
229,4,FIX
233,8,FIX
241,21,PRL
262,4,FIX
266,21,SRT
287,4,FIX
291,21,NLL
312,4,FIX
316,21,NLT
337,4,FIX
341,21,NRF
362,4,FIX
366,21,SLL
387,4,FIX
391,21,PRF
412,4,FIX
416,21,PLL
437,4,FIX
441,21,PRT
462,8,FIX
