onset,duration,trial_type
0,8,FIX
8,25,NRT
33,25,PLT
58,25,SLF
83,25,SRL
108,25,PLF
133,25,NLF
158,25,SLT
183,25,NRL
208,25,SRF
233,8,FIX
241,25,PRL
266,25,SRT
291,25,NLL
316,25,NLT
341,25,NRF
366,25,SLL
391,25,PRF
416,25,PLL
441,21,PRT
462,8,FIX
