onset,duration,trial_type
0,8,FIX
8,21,PRT
29,4,FIX
33,21,PLT
54,4,FIX
58,21,SLL
79,4,FIX
83,21,NRF
104,4,FIX
108,21,NLT
129,4,FIX
133,21,SLT
154,4,FIX
158,21,SRT
179,4,FIX
183,21,PRF
204,4,FIX
208,21,NRL
229,4,FIX
233,8,FIX
241,21,NRT
262,4,FIX
266,21,SRF
287,4,FIX
291,21,PLF
312,4,FIX
316,21,SLF
337,4,FIX
341,21,PLL
362,4,FIX
366,21,SRL
387,4,FIX
391,21,NLF
412,4,FIX
416,21,NLL
437,4,FIX
441,21,PRL
462,8,FIX
